,sentence_id,word_id,word,TRT,relFix
0,1,1,Um,0,0.0
1,1,2,das,504,0.033707865168539325
2,1,3,Vorhandensein,499,0.03337346174424826
3,1,4,der,0,0.0
4,1,5,Polymerasekettenreaktion-Produkte,2994,0.20024077046548958
5,1,6,feststellen,414,0.02768860353130016
6,1,7,zu,146,0.009764579989299091
7,1,8,können,285,0.01906099518459069
8,1,9,verwendet,486,0.032504012841091494
9,1,10,man,164,0.010968432316746924
10,1,11,die,0,0.0
11,1,12,Gelelektrophorese,1872,0.12520064205457465
12,1,13,mit,354,0.023675762439807384
13,1,14,einer,274,0.018325307651150348
14,1,15,anschließenden,865,0.0578517924023542
15,1,16,Behandlung,765,0.051163723916532906
16,1,17,des,340,0.0227394328517924
17,1,18,Gels,165,0.011035313001605136
18,1,19,durch,388,0.025949705724986623
19,1,20,Ethidiumbromid,4437,0.29674959871589085
20,2,1,Bei,366,0.1018363939899833
21,2,2,dieser,282,0.07846410684474124
22,2,3,Methode,380,0.10573177518085698
23,2,4,wird,0,0.0
24,2,5,die,424,0.11797440178074568
25,2,6,negative,546,0.15191986644407346
26,2,7,Ladung,384,0.10684474123539232
27,2,8,der,175,0.04869226488592098
28,2,9,DNA-Fragmente,730,0.20311630495269895
29,2,10,genutzt,307,0.08542014468558709
30,3,1,Die,356,0.08008998875140608
31,3,2,DNA-Fragmente,684,0.15388076490438696
32,3,3,sind,321,0.07221597300337458
33,3,4,auf,307,0.06906636670416198
34,3,5,Grund,0,0.0
35,3,6,der,135,0.030371203599550055
36,3,7,darin,179,0.04026996625421822
37,3,8,enthaltenen,237,0.05331833520809899
38,3,9,Phosphatreste,1557,0.350281214848144
39,3,10,negativ,392,0.08818897637795275
40,3,11,geladen,277,0.06231721034870641
41,4,1,Anlegen,1699,0.1464150293002413
42,4,2,eines,763,0.06575318855567046
43,4,3,elektrischen,554,0.04774215787659428
44,4,4,Feldes,394,0.03395380903136849
45,4,5,lässt,384,0.033092037228541885
46,4,6,die,281,0.024215787659427782
47,4,7,Polymerasekettenreaktion-Produkte,1582,0.13633229920716994
48,4,8,durch,1151,0.09918993450534298
49,4,9,ein,345,0.0297311271975181
50,4,10,gelartiges,2340,0.20165460186142709
51,4,11,Medium,371,0.031971733884867286
52,4,12,zumeist,594,0.05118924508790072
53,4,13,Agarose,456,0.03929679420889348
54,4,14,wandern,690,0.0594622543950362
55,5,1,Die,146,0.027012025901942644
56,5,2,DNA-Fragmente,1352,0.25013876040703054
57,5,3,wandern,485,0.08973172987974098
58,5,4,durch,406,0.07511563367252544
59,5,5,das,148,0.02738205365402405
60,5,6,Agarose-Sieb,1642,0.3037927844588344
61,5,7,vom,124,0.022941720629047178
62,5,8,Minuspol,483,0.08936170212765958
63,5,9,zum,217,0.04014801110083256
64,5,10,Pluspol,402,0.07437557816836263
65,6,1,Kleinere,1871,0.21748227362547948
66,6,2,Fragmente,229,0.026618621411135652
67,6,3,wandern,418,0.04858770196443101
68,6,4,schneller,636,0.07392769963966059
69,6,5,durch,295,0.03429036382657213
70,6,6,das,0,0.0
71,6,7,Agarose-Sieb,1390,0.16157154480995
72,6,8,daher,637,0.07404393816110659
73,6,9,befinden,565,0.06567476461699408
74,6,10,sie,184,0.021387887946065325
75,6,11,sich,263,0.030570731140299897
76,6,12,in,0,0.0
77,6,13,der,794,0.09229338602812973
78,6,14,Nähe,256,0.029757061490177844
79,6,15,zum,429,0.04986632570033709
80,6,16,Pluspol,149,0.017319539695455074
81,6,17,des,138,0.016040915959548995
82,6,18,Gels,349,0.04056724398465651
83,7,1,Die,534,0.12369701181375956
84,7,2,größeren,813,0.1883252258512856
85,7,3,Fragmente,350,0.08107482047718323
86,7,4,wandern,323,0.0748204771832291
87,7,5,langsamer,805,0.18647208709752142
88,7,6,und,153,0.035441278665740095
89,7,7,bleiben,680,0.157516794069956
90,7,8,in,0,0.0
91,7,9,der,0,0.0
92,7,10,Nähe,310,0.07180912670836229
93,7,11,zum,0,0.0
94,7,12,Minuspol,349,0.08084317813296271
